advertiser,year,month,Tv,Print_Media,Radio,Google,Fb_and_Insta,Youtube,Hoardings,Others,Total,Sales
BHARATIYA JANATA YUVA MORCHA,2020,11,734818,46557.32473,4069.542247,227990.3307,340841.6347,33058.3424,9451.815778,11954.62323,1408741.614,14059961.01
BHARATIYA JANATA YUVA MORCHA,2020,12,734818,46557.32473,4069.542247,227990.3307,340841.6347,33058.3424,9451.815778,11954.62323,1408741.614,14059961.01
BHARTI AXA LIFE INSURANCE CO,2021,3,59268457,4231962.552,350576.3188,17016122.85,12895072.08,2653394.21,395455.9362,1518176.271,98329217.22,1125053990
BHARTI AXA LIFE INSURANCE CO,2021,4,59268457,2750218.69,497455.8977,9646539.887,14714778.94,1964755.949,739643.812,970784.9774,90552635.15,1228103488
BHARTI AXA LIFE INSURANCE CO,2021,5,59268457,1995363.786,959404.8975,19231073.39,16439491.4,2115788.5,837391.2731,1293888.788,102140859,678208416.9
BHARTI AXA LIFE INSURANCE CO,2021,6,59268457,3708912.498,978653.7401,9901274.499,20572980.55,3763795.1,860931.1592,2018358.568,101073363.1,1696889621
BIBA APPARELS PVT LTD,2018,10,34266928,2401271.746,440340.8699,9764085.517,10158053.88,1231075.292,750928.5682,577384.124,59590068,752518061.7
BIBA APPARELS PVT LTD,2018,11,34266928,2401271.746,440340.8699,9764085.517,10158053.88,1231075.292,750928.5682,577384.124,59590068,752518061.7
BIBA APPARELS PVT LTD,2018,12,34266928,2401271.746,440340.8699,9764085.517,10158053.88,1231075.292,750928.5682,577384.124,59590068,752518061.7
BIG MART RETAIL CORPORATION,2018,11,826630,42389.76212,6897.780357,230341.709,275573.2638,37398.08279,12504.02581,16894.2424,1448628.866,15499267.78
BIG MART RETAIL CORPORATION,2018,12,826630,42389.76212,6897.780357,230341.709,275573.2638,37398.08279,12504.02581,16894.2424,1448628.866,15499267.78
BIHAR ENVIRONMENT FOREST CLIMATE CHANGE DEPT,2020,9,916011,57865.24747,6332.207007,254965.1624,254574.796,41605.42543,15200.88608,30471.21537,1577025.94,23289651.03
BIHAR ENVIRONMENT FOREST CLIMATE CHANGE DEPT,2020,10,916011,57865.24747,6332.207007,254965.1624,254574.796,41605.42543,15200.88608,30471.21537,1577025.94,23289651.03
BIHAR ENVIRONMENT FOREST CLIMATE CHANGE DEPT,2020,11,916011,57865.24747,6332.207007,254965.1624,254574.796,41605.42543,15200.88608,30471.21537,1577025.94,23289651.03
BIHAR ENVIRONMENT FOREST CLIMATE CHANGE DEPT,2020,12,916011,57865.24747,6332.207007,254965.1624,254574.796,41605.42543,15200.88608,30471.21537,1577025.94,23289651.03
BIHAR ST TOURISM DEVELOPMENT CORP,2019,9,89326,3056.710515,1252.802102,22155.84693,21291.66017,3434.735395,1461.060133,1033.819806,143012.635,2082586.034
BIHAR ST TOURISM DEVELOPMENT CORP,2019,10,89326,3056.710515,1252.802102,22155.84693,21291.66017,3434.735395,1461.060133,1033.819806,143012.6351,2082586.034
BIHAR ST TOURISM DEVELOPMENT CORP,2019,11,89326,3056.710515,1252.802102,22155.84693,21291.66017,3434.735395,1461.060133,1033.819806,143012.6351,2082586.034
BIHAR ST TOURISM DEVELOPMENT CORP,2019,12,89326,3056.710515,1252.802102,22155.84693,21291.66017,3434.735395,1461.060133,1033.819806,143012.6351,2082586.034
BINDU APPALAMS DEPOT,2020,10,523500,16959.29645,9040.724886,74406.52399,133324.6449,21431.95528,10998.95671,6233.027429,795895.1296,9912275.679
BINDU APPALAMS DEPOT,2020,11,523500,16959.29645,9040.724886,74406.52399,133324.6449,21431.95528,10998.95671,6233.027429,795895.1296,9912275.679
BINDU APPALAMS DEPOT,2020,12,523500,16959.29645,9040.724886,74406.52399,133324.6449,21431.95528,10998.95671,6233.027429,795895.1296,9912275.679
BIO PHARMA,2018,12,838004,33159.98588,8337.237514,192827.4812,166624.2216,45365.29386,18078.86956,8963.579163,1311360.669,14812429.82
BIOTICS LAB LIFE SERVICES PVT LTD,2020,9,480177,27555.44165,6377.045556,119963.2627,167885.8759,22261.84726,5741.727705,13123.90087,843086.1016,13843841.38
BIOTICS LAB LIFE SERVICES PVT LTD,2020,10,480177,27555.44165,6377.045556,119963.2627,167885.8759,22261.84726,5741.727705,13123.90087,843086.1016,13843841.38
BIOTICS LAB LIFE SERVICES PVT LTD,2020,11,480177,27555.44165,6377.045556,119963.2627,167885.8759,22261.84726,5741.727705,13123.90087,843086.1016,13843841.38
BIOTICS LAB LIFE SERVICES PVT LTD,2020,12,480177,27555.44165,6377.045556,119963.2627,167885.8759,22261.84726,5741.727705,13123.90087,843086.1016,13843841.38
BISWAL SALES,2019,10,660141,41590.40779,6323.277789,135809.1143,128581.5425,40236.03207,10858.60929,22144.79746,1045684.781,13385959.3
BISWAL SALES,2019,11,660141,41590.40779,6323.277789,135809.1143,128581.5425,40236.03207,10858.60929,22144.79746,1045684.781,13385959.3
BISWAL SALES,2019,12,660141,41590.40779,6323.277789,135809.1143,128581.5425,40236.03207,10858.60929,22144.79746,1045684.781,13385959.3
BLACKBERRY,2018,11,5349617,371255.0539,62237.60967,1509447.778,1350547.812,170644.8326,44387.52051,124555.7551,8982693.362,87828857.64
BLACKBERRY,2018,12,2364521,163248.8278,17986.64339,609315.5131,791895.858,74664.17464,14364.93366,34365.01403,4070361.965,67099157.97
BLEECKER STREET,2020,12,346574,9554.147051,4123.977784,43694.60451,149285.8819,11881.30678,5578.600157,10871.10978,581563.628,9873372.572
BLSH,2019,12,1032474,54231.28648,11038.88238,208463.8258,244581.1713,38091.47375,17842.20215,28851.57386,1635574.416,20141070.37
BLUE DART EXPRESS LTD,2020,10,12600596,714552.6958,201696.9248,2466487.151,4624627.063,524125.3033,288240.7325,147318.5706,21567644.44,212959248.3
BLUE DART EXPRESS LTD,2020,11,10181283,581607.42,159323.3582,941697.5511,4592936.066,478903.6228,117385.0607,237824.4816,17290960.56,225094947.9
BLUE DART EXPRESS LTD,2020,12,2039755,62315.31093,33159.6625,218562.5395,756399.1744,126808.0038,39417.72044,60827.9678,3337245.379,61964831.4
BLUEAIR INDIA PVT LTD,2018,9,1163976,32223.3967,10811.02774,183721.5089,440586.1753,63278.25981,27206.4935,31360.80689,1953163.669,15991433.64
BLUEAIR INDIA PVT LTD,2018,10,1163976,32223.3967,10811.02774,183721.5089,440586.1753,63278.25981,27206.4935,31360.80689,1953163.669,15991433.64
BLUEAIR INDIA PVT LTD,2018,11,1163976,32223.3967,10811.02774,183721.5089,440586.1753,63278.25981,27206.4935,31360.80689,1953163.669,15991433.64
BLUEAIR INDIA PVT LTD,2018,12,1163976,32223.3967,10811.02774,183721.5089,440586.1753,63278.25981,27206.4935,31360.80689,1953163.669,15991433.64
BOBY CHEMMANUR INTL GROUP,2018,9,81388,5859.597517,1065.195161,7028.774417,30018.29336,3506.187493,1908.279616,2873.863566,133648.1911,1287305.735
BOBY CHEMMANUR INTL GROUP,2018,10,81388,5859.597517,1065.195161,7028.774417,30018.29336,3506.187493,1908.279616,2873.863566,133648.1911,1287305.735
BOBY CHEMMANUR INTL GROUP,2018,11,81388,5859.597517,1065.195161,7028.774417,30018.29336,3506.187493,1908.279616,2873.863566,133648.1911,1287305.735
BOBY CHEMMANUR INTL GROUP,2018,12,81388,5859.597517,1065.195161,7028.774417,30018.29336,3506.187493,1908.279616,2873.863566,133648.1911,1287305.735
BREAKTHROUGH/BRITISH TELECOM,2019,11,2577002,76528.4288,15751.15745,833889.8267,642244.8868,82586.36391,56896.25035,83222.08566,4368121,43549805.36
BREAKTHROUGH/BRITISH TELECOM,2019,12,2577002,76528.4288,15751.15745,833889.8267,642244.8868,82586.36391,56896.25035,83222.08566,4368121,43549805.36
BREAKTHROUGH/IDEA FOUNDATION,2019,9,1334019,85008.00365,7197.594353,177370.942,466655.291,81965.96884,13126.19808,27150.67023,2192493.668,32093080.61
BREAKTHROUGH/IDEA FOUNDATION,2019,10,271467,10381.28933,4280.034153,23986.67465,74259.37917,9138.682309,3087.311058,4163.977195,400764.3479,5353844.914
BREAKTHROUGH/IDEA FOUNDATION,2019,11,802743,47694.64649,5738.814253,100678.8083,270457.3351,45552.32557,8106.754569,15657.32371,1296629.008,18723462.76
BREAKTHROUGH/IDEA FOUNDATION,2019,12,271467,10381.28933,4280.034153,23986.67465,74259.37917,9138.682309,3087.311058,4163.977195,400764.3479,5353844.914
BRITISH LIFE SCIENCES,2018,12,1102368,51802.94252,12139.11599,325947.733,308308.4571,68505.33592,22646.35966,19225.81106,1910943.755,23357335.09
BULLETPROOF SYSTEMS LTD,2019,12,539760,28722.57449,3068.464829,92628.94007,114570.9587,23434.14622,8793.450236,15278.21071,826256.7452,11053912.4
CABINET SECRETARIATE(BIHAR),2019,10,106938,3489.021448,1362.104404,34240.1864,23880.76736,5364.54439,442.6947766,1810.253952,177527.5727,1805987.228
CABINET SECRETARIATE(BIHAR),2019,11,106938,3489.021448,1362.104404,34240.1864,23880.76736,5364.54439,442.6947766,1810.253952,177527.5727,1805987.228
CABINET SECRETARIATE(BIHAR),2019,12,106938,3489.021448,1362.104404,34240.1864,23880.76736,5364.54439,442.6947766,1810.253952,177527.5727,1805987.228
CADILA HEALTHCARE LTD,2020,12,349323,17925.93923,3448.067386,58380.18281,118700.754,12921.48401,1907.852073,13322.1164,575929.3959,8489586.705
CALLIDO LEARNING PVT LTD,2020,11,1286165,88496.096,20332.62765,247712.6586,244335.2452,68715.64197,8525.562201,46685.03898,2010967.871,34079450.26
CALLIDO LEARNING PVT LTD,2020,12,1286165,88496.096,20332.62765,247712.6586,244335.2452,68715.64197,8525.562201,46685.03898,2010967.871,34079450.26
CAMBRIDGE CLOTHING CO LLP,2020,11,622175,20032.9977,4160.893618,170829.5274,114238.5869,30618.9661,5335.639923,16108.41132,983500.023,15585657.82
CAMBRIDGE CLOTHING CO LLP,2020,12,622175,20032.9977,4160.893618,170829.5274,114238.5869,30618.9661,5335.639923,16108.41132,983500.023,15585657.82
CAMBRIDGE GROUP OF INST,2020,12,47489,2088.557894,633.7291657,9325.14897,19637.4739,2722.879474,909.0881228,549.3497772,83355.22731,772242.5791
CAMEY SYNTHETICS PVT LTD,2018,12,1422660,51467.25367,9774.451603,231467.4244,651915.1307,63810.10927,9861.223877,32921.77575,2473877.369,15415063.32
CANCER & ALLIED AILM RES FOU/CALICUT CITY SER COOP,2020,9,512832,29077.16291,8762.183601,131529.5838,181558.5684,24111.64199,10708.32785,9178.864679,907758.3332,14815332.72
CANCER & ALLIED AILM RES FOU/CALICUT CITY SER COOP,2020,10,1167849,51594.34681,12664.15498,349027.0196,340315.9457,65817.59278,6587.447348,13041.86804,2006897.375,21461762.96
CANCER & ALLIED AILM RES FOU/CALICUT CITY SER COOP,2020,11,840340.5,40335.75486,10713.16929,240278.3017,260937.2571,44964.61739,8647.887599,11110.36636,1457327.854,18138547.84
CANCER & ALLIED AILM RES FOU/CALICUT CITY SER COOP,2020,12,1167849,51594.34681,12664.15498,349027.0196,340315.9457,65817.59278,6587.447348,13041.86804,2006897.375,21461762.96
CATERPILLAR COMMERCIAL PVT LTD,2020,12,3355103,138169.1493,31881.43729,619283.8886,1003927.497,115634.5295,46139.38182,112302.0982,5422440.981,90999601.66
CHAKMAK,2019,12,522653,37083.35014,5633.14964,132972.2758,190860.423,15282.56471,12004.77618,12545.81314,929035.3527,10511538.79
CHANDRA & SONS,2020,11,531684,29202.89613,7907.743085,56152.83564,121201.7011,23100.86309,2583.326622,13552.47224,785385.8379,13295881.3
CHANDRA & SONS,2020,12,531684,29202.89613,7907.743085,56152.83564,121201.7011,23100.86309,2583.326622,13552.47224,785385.8379,13295881.3
CHEMCON SPECIALITY CHEMICALS LIMITED,2020,9,1832801,83292.8515,22032.30682,526931.9859,860681.479,62177.39008,28221.61682,46292.60794,3462431.238,47664224.28
CHEMCON SPECIALITY CHEMICALS LIMITED,2020,10,1832801,83292.8515,22032.30682,526931.9859,860681.479,62177.39008,28221.61682,46292.60794,3462431.238,47664224.28
CHEMCON SPECIALITY CHEMICALS LIMITED,2020,11,1832801,83292.8515,22032.30682,526931.9859,860681.479,62177.39008,28221.61682,46292.60794,3462431.238,47664224.28
CHEMCON SPECIALITY CHEMICALS LIMITED,2020,12,1832801,83292.8515,22032.30682,526931.9859,860681.479,62177.39008,28221.61682,46292.60794,3462431.238,47664224.28
CHENNAI AMIRTA INTL INST OF HOTEL MGMT,2020,10,277283,16233.21825,3898.700309,21817.75756,77053.84547,12710.9463,1826.759577,9160.130929,419984.3584,3277664.35
CHENNAI AMIRTA INTL INST OF HOTEL MGMT,2020,11,277283,16233.21825,3898.700309,21817.75756,77053.84547,12710.9463,1826.759577,9160.130929,419984.3584,3277664.35
CHENNAI AMIRTA INTL INST OF HOTEL MGMT,2020,12,277283,16233.21825,3898.700309,21817.75756,77053.84547,12710.9463,1826.759577,9160.130929,419984.3584,3277664.35
CINEMA 24 X 7 PVT LTD,2018,12,995244,64400.96162,17221.92398,142384.2306,372890.5302,53822.78862,23586.56553,14711.35337,1684262.354,16224490.2
CITI MART,2018,9,78785,2871.29719,653.7706272,14900.63485,34011.87172,4507.059064,505.0063335,1590.415024,137825.0548,2159030.061
CITI MART,2018,10,78785,2871.29719,653.7706272,14900.63485,34011.87172,4507.059064,505.0063335,1590.415024,137825.0548,2159030.061
CITI MART,2018,11,78785,2871.29719,653.7706272,14900.63485,34011.87172,4507.059064,505.0063335,1590.415024,137825.0548,2159030.061
CITI MART,2018,12,78785,2871.29719,653.7706272,14900.63485,34011.87172,4507.059064,505.0063335,1590.415024,137825.0548,2159030.061
CITY GIRL JEWELLERY,2019,9,874863,32143.09855,8946.848645,187751.7686,217452.9902,35723.80093,19508.92607,15107.83745,1391498.27,17197230.25
CITY GIRL JEWELLERY,2019,10,874863,32143.09855,8946.848645,187751.7686,217452.9902,35723.80093,19508.92607,15107.83745,1391498.27,17197230.25
CITY GIRL JEWELLERY,2019,11,874863,32143.09855,8946.848645,187751.7686,217452.9902,35723.80093,19508.92607,15107.83745,1391498.27,17197230.25
CITY GIRL JEWELLERY,2019,12,874863,32143.09855,8946.848645,187751.7686,217452.9902,35723.80093,19508.92607,15107.83745,1391498.27,17197230.25
CLAIR TECH LTD,2018,9,722160,42777.08974,9297.921115,162274.7907,277672.9022,31129.4089,5195.023727,24434.05588,1274941.192,17748024.63
CLAIR TECH LTD,2018,10,722160,42777.08974,9297.921115,162274.7907,277672.9022,31129.4089,5195.023727,24434.05588,1274941.192,17748024.63
CLAIR TECH LTD,2018,11,722160,42777.08974,9297.921115,162274.7907,277672.9022,31129.4089,5195.023727,24434.05588,1274941.192,17748024.63
CLAIR TECH LTD,2018,12,722160,42777.08974,9297.921115,162274.7907,277672.9022,31129.4089,5195.023727,24434.05588,1274941.192,17748024.63
CLOTHING CULTURE LTD,2018,9,1357160,90366.48564,15093.85699,351216.3198,622357.4532,55667.09252,7392.413306,29112.20827,2528365.83,23003711.49
CLOTHING CULTURE LTD,2018,10,8970243,620330.1131,132188.2783,1716808.806,3900311.596,522822.4224,111070.8876,280108.1256,16253883.23,115910621.3
CLOTHING CULTURE LTD,2018,11,5163701.5,355348.2994,73641.06765,1034012.563,2261334.525,289244.7575,59231.65045,154610.1669,9391124.529,69457166.4
CLOTHING CULTURE LTD,2018,12,8970243,620330.1131,132188.2783,1716808.806,3900311.596,522822.4224,111070.8876,280108.1256,16253883.23,115910621.3
CMR JNANADHARA TRUST,2020,9,718275,43487.61427,9616.181155,197083.4299,130958.5469,21573.01623,4130.260697,8467.773472,1133591.823,17333571.94
CMR JNANADHARA TRUST,2020,10,718275,43487.61427,9616.181155,197083.4299,130958.5469,21573.01623,4130.260697,8467.773472,1133591.823,17333571.94
CMR JNANADHARA TRUST,2020,11,718275,43487.61427,9616.181155,197083.4299,130958.5469,21573.01623,4130.260697,8467.773472,1133591.823,17333571.94
CMR JNANADHARA TRUST,2020,12,718275,43487.61427,9616.181155,197083.4299,130958.5469,21573.01623,4130.260697,8467.773472,1133591.823,17333571.94
CNN VENTURES,2020,11,1301178,85632.45586,15604.83359,412667.8587,320201.5604,65129.33176,5268.171382,33608.75764,2239290.969,19830331.3
CNN VENTURES,2020,12,1301178,85632.45586,15604.83359,412667.8587,320201.5604,65129.33176,5268.171382,33608.75764,2239290.969,19830331.3
COCHIN INTL AIRPORT,2018,12,833893,52151.28393,11477.65112,64748.53221,249776.7768,23949.78665,14481.36524,16503.87469,1266982.271,22662767.61
COMPUCOM FOUNDATION,2020,9,255050,10148.91114,3865.478081,48771.13217,82065.68832,12303.11993,5258.040192,7676.069066,425138.4389,7073088.006
COMPUCOM FOUNDATION,2020,10,255050,10148.91114,3865.478081,48771.13217,82065.68832,12303.11993,5258.040192,7676.069066,425138.4389,7073088.006
COMPUCOM FOUNDATION,2020,11,255050,10148.91114,3865.478081,48771.13217,82065.68832,12303.11993,5258.040192,7676.069066,425138.4389,7073088.006
COMPUCOM FOUNDATION,2020,12,255050,10148.91114,3865.478081,48771.13217,82065.68832,12303.11993,5258.040192,7676.069066,425138.4389,7073088.006
COMPUTER AGE MGMT SERVICES LIMITED,2020,9,111859,5506.211416,1924.530281,15471.72641,37183.44689,5064.418377,2215.025738,1061.137297,180285.4964,2843250.784
COMPUTER AGE MGMT SERVICES LIMITED,2020,10,111859,5506.211416,1924.530281,15471.72641,37183.44689,5064.418377,2215.025738,1061.137297,180285.4964,2843250.784
COMPUTER AGE MGMT SERVICES LIMITED,2020,11,111859,5506.211416,1924.530281,15471.72641,37183.44689,5064.418377,2215.025738,1061.137297,180285.4964,2843250.784
COMPUTER AGE MGMT SERVICES LIMITED,2020,12,111859,5506.211416,1924.530281,15471.72641,37183.44689,5064.418377,2215.025738,1061.137297,180285.4964,2843250.784
CONGRESS-I/TDP/TJS/CPI,2018,12,18904702,843205.3304,107781.3735,4606743.51,6907575.878,1119600.873,291905.959,225487.2425,33007002.17,351231718.3
COOPER CORPORATION PVT LTD,2018,10,7325173,386644.0703,80405.9687,1634348.474,3200724.775,210251.0178,82290.34273,281090.2508,13200927.9,132051929.5
COOPER CORPORATION PVT LTD,2018,11,7325173,386644.0703,80405.9687,1634348.474,3200724.775,210251.0178,82290.34273,281090.2508,13200927.9,132051929.5
COOPER CORPORATION PVT LTD,2018,12,7325173,386644.0703,80405.9687,1634348.474,3200724.775,210251.0178,82290.34273,281090.2508,13200927.9,132051929.5
COYATES INTERNATIONAL,2018,10,841540,39947.46059,11593.6348,124120.7099,210572.5919,30966.39347,6039.965704,23301.75324,1288082.51,21971004.39
COYATES INTERNATIONAL,2018,11,841540,39947.46059,11593.6348,124120.7099,210572.5919,30966.39347,6039.965704,23301.75324,1288082.51,21971004.39
COYATES INTERNATIONAL,2018,12,841540,39947.46059,11593.6348,124120.7099,210572.5919,30966.39347,6039.965704,23301.75324,1288082.51,21971004.39
CREDENCE WHOLE FOODS PVT LTD,2019,11,13395,743.1067859,178.1702797,2293.410711,4542.354032,704.9250685,240.8192993,338.1152644,22435.90144,292604.8411
CREDENCE WHOLE FOODS PVT LTD,2019,12,13395,743.1067859,178.1702797,2293.410711,4542.354032,704.9250685,240.8192993,338.1152644,22435.90144,292604.8411
CRICKET COUNCIL USA,2018,12,1615213,54591.27364,27412.91629,434736.1173,473507.0505,76346.65467,31154.13,17558.09592,2730519.238,28038382.08
CRICTEC MEDIA LTD,2020,9,24685253,1397176.351,257817.6235,7036117.99,5216380.258,730323.177,464313.9846,308837.0349,40096219.42,754093906.4
CRICTEC MEDIA LTD,2020,10,11432619,488777.9349,191654.222,2826997.689,2968504.222,457189.7163,243510.1255,266775.6947,18876028.6,194147383.8
CRICTEC MEDIA LTD,2020,11,18058936,942977.143,224735.9228,4931557.84,4092442.24,593756.4467,353912.0551,287806.3648,29486124.01,474120645.1
CRICTEC MEDIA LTD,2020,12,11432619,488777.9349,191654.222,2826997.689,2968504.222,457189.7163,243510.1255,266775.6947,18876028.6,194147383.8
CROWN PRODUCT,2018,12,967277,57484.01798,13649.763,185079.6152,184930.0708,34029.57104,10910.42628,18812.54593,1472173.01,13541861.45
CROWN PRODUCT,2019,12,1496247,50658.03273,21330.58778,214681.8479,699802.293,40176.16107,20494.08441,34115.33242,2577505.339,15362172
CROWN PRODUCT,2020,12,513980,28318.61003,4196.230087,43606.75959,152467.1846,28514.58733,8092.118882,7648.57954,786824.0701,12228297.16
CTP FOOD PRODUCTS,2020,9,68287,2282.656954,542.9974464,7452.947371,23884.2776,2909.265013,1331.084305,1100.959001,107791.1877,1549873.381
CTP FOOD PRODUCTS,2020,10,647640,30669.78998,7163.161343,82849.2526,205851.997,35521.66075,5820.992497,6193.540896,1021710.395,13426886.68
CTP FOOD PRODUCTS,2020,11,357963.5,16476.22347,3853.079395,45151.09999,114868.1373,19215.46288,3576.038401,3647.249949,564750.7914,7488380.031
CTP FOOD PRODUCTS,2020,12,647640,30669.78998,7163.161343,82849.2526,205851.997,35521.66075,5820.992497,6193.540896,1021710.395,13426886.68
CUCKOO APPLIANCES PVT LTD,2019,10,13614935,563805.6078,94116.69024,3926510.049,4303334.394,601796.858,93311.98613,186886.7841,23384697.37,188387052.9
