advertiser,Best_Model
BANARASI NIKETAN PVT LTD,Multiple_Regression_TV_Radio_Media
BANDHAN BANK,LSTM
BANDHAN CERAMIC PVT LTD,LSTM
BANGALORE DEVELOPMENT AUTHORITY,LSTM
BANGALORE ELECT SUPPLY COMPANY,Linear_Regression
BANGALORE MUNICIPAL CORP,Multiple_Regression_TV_Radio_Media
BANGALORE UNIVERSITY,Multiple_Regression_TV_Radio_Media
BANHIAL,Linear_Regression
BANIK RUBBER INDUSTRIES,LSTM
BANK OF BARODA,Multiple_Regression
BANK OF INDIA,Multiple_Regression
BANK OF MAHARASHTRA,LSTM
BANSAL AGRO & TEA MFG PVT LTD,Multiple_Regression_TV_Radio_Media
BANSAL GROUP OF INST,LSTM
BANSAL HOSPITAL,LSTM
BANSAL INST OF SCI & TECH,Multiple_Regression
BANSAL OIL EXTRACTION PVT LTD,LSTM
BANSAL PATHWAYS HABIBGANJ PVT LTD,LSTM
BANSIDHAR & ILA PANDA FOUNDATION,LSTM
BARBEQUE NATION HOSPITALITY LTD,Multiple_Regression_TV_Radio_Media
BARDHAMAN AGRO PRODUCTS INDIA PVT LTD,LSTM
BASF INDIA,LSTM
BASICFIRST LEARNING (OPC) PVT LTD,Multiple_Regression
BASSEIN CATHOLIC COOP BANK LTD,Multiple_Regression_TV_Radio_Media
BATA INDIA,LSTM
BAULI INDIA BAKES & SWEETS PVT LTD,LSTM
BAWA INDUSTRIES,Multiple_Regression
BAWA MASALA COMPANY (P) LTD,Multiple_Regression
BAYER CROPSCIENCE INDIA LTD,Multiple_Regression_TV_Radio_Media
BBC GLOBAL NEWS PVT LTD,LSTM
BE YOU FAMILY SALON & BRIDAL STUDIO,Multiple_Regression_TV_Radio_Media
BEAUTIFULMATRIMONY.COM,Multiple_Regression_TV_Radio_Media
BEAUTY MARK GOLD & DIAMONDS,Multiple_Regression_TV_Radio_Media
BEEKAY GROUP OF INDUSTRIES,Multiple_Regression_TV_Radio_Media
BEEVIS FOODS,LSTM
BEIERSDORF INDIA LIMITED,Multiple_Regression_TV_Radio_Media
BELIEVE PTE LTD,Multiple_Regression_TV_Radio_Media
BELLA PREM HAPPY HYGIENE CARE,Multiple_Regression_TV_Radio_Media
BELLE WEARS INDIA PVT LTD,LSTM
BELTEK CANADIAN WATER LTD,Multiple_Regression
BENAKA GOLD COMPANY,Multiple_Regression_TV_Radio_Media
BENETTON GROUP,Multiple_Regression_TV_Radio_Media
BENGAL TILES & ART PVT LTD,Multiple_Regression
BENGAL WATERPROOF LTD,Multiple_Regression_TV_Radio_Media
BENGENE LIFE SCIENCES PVT LTD,Multiple_Regression_TV_Radio_Media
BENI MADHABS PANJIKA,LSTM
BENNETT COLEMAN & CO LTD,LSTM
BENNETT UNIVERSITY,Multiple_Regression_TV_Radio_Media
BERGER PAINTS,LSTM
BESST STUDY CENTRE,LSTM
BEST IT WORLD (INDIA) PVT LTD,LSTM
BEST MONEY GOLD,LSTM
BEST NEWS COMPANY PVT LTD,LSTM
BEST PUMPS (INDIA) PVT LTD,LSTM
BETA MEDIKIT PVT LTD,Multiple_Regression_TV_Radio_Media
BETTER CAR RENTAL LLC,Multiple_Regression_TV_Radio_Media
BHABHA UNIVERSITY (BHP),Multiple_Regression
BHADRESWAR RICE MILL,LSTM
BHAGWAN ENGG WORKS,Multiple_Regression
BHAGWATI AYURVED PVT LTD,Multiple_Regression_TV_Radio_Media
BHAMLA FOUNDATION,LSTM
BHANSA APPLIANCES PVT LTD,Linear_Regression
BHARANI PATTU CENTRE,Multiple_Regression
BHARAT DYNAMICS LTD,Multiple_Regression_TV_Radio_Media
BHARAT INSECTICIDES LTD,LSTM
BHARAT LOK SHIKSHA PARISHAD,Multiple_Regression
BHARAT PETROLEUM CORP LTD,Multiple_Regression_TV_Radio_Media
BHARAT SANCHAR NIGAM LTD,LSTM
BHARAT SERUMS & VACCINES LTD,Multiple_Regression_TV_Radio_Media
BHARAT SOAP PHARMA,LSTM
BHARATH ELECTRONICS & APPLIANCES,LSTM
BHARATH UNIVERSITY,Multiple_Regression_TV_Radio_Media
BHARATHI CEMENT CORPORATION LTD,LSTM
BHARATHI CONSUMER CARE PRODUCTS PVT,LSTM
BHARATHI VIDYALAYA MAT HR SCH (ERD),Multiple_Regression_TV_Radio_Media
BHARATIYA JANATA PARTY,LSTM
BHARATIYA JANATA YUVA MORCHA,Multiple_Regression_TV_Radio_Media
BHARATIYA SAMPRADAYA TRUST,Multiple_Regression_TV_Radio_Media
BHARTI AIRTEL LTD,Multiple_Regression
BHARTI AXA LIFE INSURANCE CO,Multiple_Regression_TV_Radio_Media
BHARTI TELEMEDIA LTD,LSTM
BHASHYAM EDUCATIONAL INST,Multiple_Regression
BHASKAR HOSPITAL (BADSHAHPUR),Multiple_Regression_TV_Radio_Media
BHAVSAR CHEMICALS PVT LTD,Multiple_Regression
BHIMA GROUP (JEWELLERY),LSTM
BHOLE BABA MILK FOOD INDS,Multiple_Regression_TV_Radio_Media
BHOPAL MUNICIPAL CORP,Multiple_Regression_TV_Radio_Media
BHOWMIK BROTHERS SPICE P LTD,Multiple_Regression
BHUMI POLYMERS,Multiple_Regression_TV_Radio_Media
BHUSHAN OIL & FATS (P) LTD,Multiple_Regression_TV_Radio_Media
BIBA APPARELS PVT LTD,Multiple_Regression_TV_Radio_Media
BIBI KAULA JI BHALAI KENDER,Multiple_Regression_TV_Radio_Media
BIG BROTHER NUTRA CARE PVT LTD,Multiple_Regression
BIG BULL TRADER PVT LTD,Multiple_Regression_TV_Radio_Media
BIG C PVT LTD,LSTM
BIG MART RETAIL CORPORATION,Multiple_Regression_TV_Radio_Media
BIG MUSCLES NUTRITION,LSTM
BIGFLIX LIFESCIENCE PVT LTD,Multiple_Regression
BIGO TECHNOLOGY PTE LTD,Multiple_Regression_TV_Radio_Media
BIGTREE ENTERTAINMENT PVT LTD,Multiple_Regression
BIHAR ADMINIST REFORMS MIS SOC,Multiple_Regression_TV_Radio_Media
BIHAR EDUC PROJECT COUNCIL,Polynomial_Regression_TV_Radio_Media
BIHAR ENVIRONMENT FOREST CLIMATE CHANGE DEPT,Multiple_Regression_TV_Radio_Media
BIHAR SKILL DEVP MISSION,Multiple_Regression_TV_Radio_Media
BIHAR ST DISASTER MGMT AUTH,Multiple_Regression
BIHAR ST TOURISM DEVELOPMENT CORP,Multiple_Regression_TV_Radio_Media
BIHAR STATE HEALTH SOCIETY,LSTM
BIJU JANTA DAL,Multiple_Regression
BIKAJI FOODS INTERNATIONAL LTD,Polynomial_Regression_TV_to_Others
BILDOVA,LSTM
BILLION BRAINS GARAGE VENTURES PVT LTD,Polynomial_Regression_TV_to_Others
BIMAL SAREE CENTRE,LSTM
BINDU APPALAMS DEPOT,Multiple_Regression_TV_Radio_Media
BIO PHARMA,Multiple_Regression_TV_Radio_Media
BIOFAC INPUTS PRIVATE LIMITED,Multiple_Regression
BIOME INST,Multiple_Regression_TV_Radio_Media
BIOSTADT INDIA LTD,Multiple_Regression
BIOTICS LAB LIFE SERVICES PVT LTD,Multiple_Regression_TV_Radio_Media
BIRLA CORPORATION LTD,LSTM
BIRLA GLOBAL UNIVERSITY,Multiple_Regression_TV_Radio_Media
BIRLA STEELS,Multiple_Regression
BIRLA SUNLIFE INSURANCE CO LTD,Multiple_Regression
BISLERI INTL PVT LTD,LSTM
BISMI HYPERMART LTD,Multiple_Regression
BISWAL SALES,Multiple_Regression_TV_Radio_Media
BJP-SHIROMANI AKALIDAL,Multiple_Regression_TV_Radio_Media
BK ROY FOUNDATION,Multiple_Regression
BL AGRO INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
BLACK BIRD RETAIL INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
BLACKBERRY,Multiple_Regression_TV_Radio_Media
BLEECKER STREET,Multiple_Regression_TV_Radio_Media
BLSH,Multiple_Regression_TV_Radio_Media
BLUE DART EXPRESS LTD,Multiple_Regression_TV_Radio_Media
BLUE HEAVEN COSMETICS PVT LTD,LSTM
BLUE MOUNT APPLIANCES PVT LTD,Multiple_Regression_TV_Radio_Media
BLUE SKY STUDIO,Multiple_Regression_TV_Radio_Media
BLUE STAR LTD,LSTM
BLUEAIR INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
BLUES CLOTHING CO,LSTM
BMA STAINLESS LTD,Multiple_Regression
BMD STEELS,Multiple_Regression
BML MUNJAL UNIVERSITY,Multiple_Regression_TV_Radio_Media
BMW INDIA PVT LTD,LSTM
BOBY CHEMMANUR INTL GROUP,Multiple_Regression_TV_Radio_Media
BODY BUILDO,Multiple_Regression
BODYCARE INTL LTD,Multiple_Regression_TV_Radio_Media
BOEING,Multiple_Regression_TV_Radio_Media
BOMBINATE TECHNOLOGIES PVT LTD,LSTM
BOOK SLLRS AND ASS OF STH INDA,Polynomial_Regression_TV_Radio_Media
BOOKMARK EDUCATION SERVICES PVT LTD,Multiple_Regression_TV_Radio_Media
BOPARAI ELECTRONICS ENGG,Polynomial_Regression_TV_to_Others
BORGES INDIA PVT LTD,Polynomial_Regression_TV_Radio_Media
BOROSIL RENEWABLES LTD,LSTM
BOSE CORPORATION INDIA PVT LTD,LSTM
BOSS ELECTRICALS,Multiple_Regression
BOX CINEMEDIA SERVICES PVT LTD,Linear_Regression
BPL MEDIA LTD,LSTM
BRAHMAPUTRA TELE PRODUCTIONS PVT LTD,Multiple_Regression_TV_Radio_Media
BRAHMINS FOODS INDIA PVT LTD,LSTM
BRAINBEES SOLUTION PVT LTD,LSTM
BRAND VALUE COMMUNICATIONS LTD,Multiple_Regression
BRANDED LTD,Linear_Regression
BRANDZSTORM INDIA MKTING PVT LTD,Polynomial_Regression_TV_Radio_Media
BRANOLIA CHEMICAL WORKS,LSTM
BRAR SEEDS STORE,Multiple_Regression
BREAKTHROUGH,Polynomial_Regression_TV_to_Others
BREAKTHROUGH/BRITISH TELECOM,Multiple_Regression_TV_Radio_Media
BREAKTHROUGH/IDEA FOUNDATION,Multiple_Regression_TV_Radio_Media
BRIDGESTONE INDIA PVT LTD,Multiple_Regression
BRIGHT OUTDOOR MEDIA PVT LTD,Multiple_Regression_TV_Radio_Media
BRILLIANT GROUP,Multiple_Regression_TV_Radio_Media
BRILLOCA LTD,LSTM
BRITANNIA INDUSTRIES LTD,Linear_Regression
BRITISH LIFE SCIENCES,Multiple_Regression_TV_Radio_Media
BROADVISION WORLD SCH,Multiple_Regression_TV_Radio_Media
BROADWAY IMMIGRATION SERVICES,Polynomial_Regression_TV_Radio_Media
BROOKE BOND LIPTON INDIA LTD,LSTM
BROOKE BOND LIPTON INDIA LTD/Y-FILMS,Linear_Regression
BROOKFIELD INDIA REAL ESTATE TRUST,Multiple_Regression_TV_Radio_Media
BRUHAT BANGALORE MUNICIP CORPORATION,Multiple_Regression_TV_Radio_Media
BS GROUP,Multiple_Regression
BSH HOME APPLIANCES PVT LTD,LSTM
BSY NONI INDIA,Multiple_Regression
BUDWEISER,LSTM
BUFFALO APPARELS,Multiple_Regression
BUILDER AI GLOBAL LTD,Multiple_Regression_TV_Radio_Media
BULDANA URBAN CHARITABLE SOC,Multiple_Regression_TV_Radio_Media
BULLETPROOF SYSTEMS LTD,Multiple_Regression_TV_Radio_Media
BUMBLE HOLDING LTD,Multiple_Regression
BUNDL TECHNOLOGIES PVT LTD,Multiple_Regression
BUNGE INDIA PVT LTD,LSTM
BUREAU INTL DES EXPOSITIONS,LSTM
BUREAU OF ENERGY EFFICIENCY,Multiple_Regression
BUREAU OF INDIAN STANDARDS,LSTM
BURGER KING INDIA PVT LTD,LSTM
BURLY HOME APPLIANCES PVT LTD,Multiple_Regression_TV_Radio_Media
BUSINESS BROADCAST NEWS PVT LTD,Linear_Regression
BUSY INFOTECH PVT LTD,Multiple_Regression
BUTTERFLY AYURVEDA PVT LTD,Multiple_Regression_TV_Radio_Media
BUTTERFLY GANDHIMATHI APPLIANCES LTD,LSTM
BYTEDANCE (INDIA) TECHNOLOGY,LSTM
BYTEMOD PTE LTD,Linear_Regression
C K BIRLA GROUP OF COMPANIES,Multiple_Regression
C M NAGARAJ FOUNDATION TRUST,Multiple_Regression_TV_Radio_Media
C P MILK & FOOD PRODUCT LTD,Multiple_Regression_TV_Radio_Media
C T EDUCATIONAL SOCIETY,LSTM
C V RAMAN GROUP INST,Multiple_Regression
CABINET SECRETARIATE(BIHAR),Multiple_Regression_TV_Radio_Media
CADBURYS INDIA LTD,Linear_Regression
CADILA HEALTHCARE LTD,Multiple_Regression_TV_Radio_Media
CALCUTTA KNITWEAR,LSTM
CALCUTTA POLY PRODUCTS INDUSTRIES,LSTM
CALCUTTA POLYMER INDUSTRIES,Multiple_Regression_TV_Radio_Media
CALCUTTA PUBLISHERS (P) LTD,LSTM
CALCUTTA RETRO,Multiple_Regression_TV_Radio_Media
CALICUT CITY SER COOP BANK LTD,Multiple_Regression
CALIFORNIA WALNUT COMMISSION,Multiple_Regression_TV_Radio_Media
CALLIDO LEARNING PVT LTD,Multiple_Regression_TV_Radio_Media
CAMBRIDGE CLOTHING CO LLP,Multiple_Regression_TV_Radio_Media
CAMBRIDGE GROUP OF INST,Multiple_Regression_TV_Radio_Media
CAMBRIDGE ITI,Multiple_Regression_TV_Radio_Media
CAMELLIA GROUP,Multiple_Regression_TV_Radio_Media
CAMEY SYNTHETICS PVT LTD,Multiple_Regression_TV_Radio_Media
CAMIO APPLIANCES LTD,Multiple_Regression_TV_Radio_Media
CAMPCO,Multiple_Regression
CAMPUS ACTIVEWEAR PVT LTD,LSTM
CANAM CONSULTANTS LTD,Multiple_Regression_TV_Radio_Media
CANARA BANK,LSTM
CANARA HSBC&OBC LIFE INSUR CO,LSTM
CANBARA INTERNATIONAL PVT LTD,Linear_Regression
CANCER & ALLIED AILM RES FOU/CALICUT CITY SER COOP,Multiple_Regression_TV_Radio_Media
CANCER & ALLIED AILMENTS RES FOUNDATION,Multiple_Regression
CANCER SOCIETY OF KASHMIR,Multiple_Regression_TV_Radio_Media
CANON INDIA LTD,Multiple_Regression_TV_Radio_Media
CANPLY INDIA PVT LTD,Multiple_Regression
CAPITAL FIRST LTD,Multiple_Regression
CAPITAL FOODS LTD,Polynomial_Regression_TV_to_Others
CAPT R R M PUBLIC SCH,Multiple_Regression_TV_Radio_Media
CAPTAIN MEDIA PRIVATE LIMITED,Multiple_Regression_TV_Radio_Media
CARAT LANE,LSTM
CARE AND CURE SPECIALITY HOSPITAL (CHN),Multiple_Regression_TV_Radio_Media
CARE HEALTH INSURANCE LTD,LSTM
CAREER ACADEMY,Multiple_Regression_TV_Radio_Media
CARGILL INDIA PVT LTD,LSTM
CARLSBERG BEER,LSTM
CARNIVAL FILMS PVT LTD,Multiple_Regression
CARPOL INDUSTRIES PVT LTD,Multiple_Regression_TV_Radio_Media
CARRIS PIPES & TUBES LTD,Polynomial_Regression_TV_to_Others
CARS24 SERVICES PVT LTD,LSTM
CARTOON WATCH INDIA,Multiple_Regression_TV_Radio_Media
CASA2 STAYS PVT LTD,Linear_Regression
CASAGRAND BUILDER PVT LTD,LSTM
CASIO INDIA CO LTD,LSTM
CASTROL INDIA LTD,LSTM
CATERPILLAR COMMERCIAL PVT LTD,Multiple_Regression_TV_Radio_Media
CAUVERY POWER TRADING CHENNAL PVT LTD,LSTM
CAV BUSINESS SCHOOL,Multiple_Regression
CAVIN KARE LIMITED,LSTM
CBN FOUNDATION,Multiple_Regression
CCL PRODUCTS (INDIA) LTD,LSTM
CD FOUNDATION OF EDUCATION,Multiple_Regression_TV_Radio_Media
CEAT INDIA,LSTM
CELEKT MOBILES,Multiple_Regression_TV_Radio_Media
CELL POINT INDIA PVT LTD,LSTM
CELLO PENS & STATIONERY P LTD,Polynomial_Regression_TV_Radio_Media
CELLO THERMOWARE,Multiple_Regression
CEMTAC CEMENTS PVT LTD,Linear_Regression
CENT INST OF PETROCHEMICALS ENGG&TECH,Multiple_Regression_TV_Radio_Media
CENTRAL AIRMEN SELECTION BOARD,Multiple_Regression
CENTRAL BANK OF INDIA,Multiple_Regression_TV_Radio_Media
CENTRAL BOARD OF EXCISE CUSTOM,LSTM
CENTRAL BUREAU OF INVESTIGATION,Polynomial_Regression_TV_to_Others
CENTRAL COALFIELDS LTD,Linear_Regression
CENTRAL EXCISE DEPARTMENT,Multiple_Regression
CENTRAL VIGILANCE COMMISSION,Multiple_Regression_TV_Radio_Media
CENTRE FOR MEDIA STUDIES,Multiple_Regression_TV_Radio_Media
CENTRE FOR SCIENCE & ENVIRONMENT,Multiple_Regression_TV_Radio_Media
CENTURION UNIVERSITY OF TECH & MGMT,LSTM
CENTURY FIBER PLATES PVT LTD,LSTM
CENTURY LED LTD,Multiple_Regression_TV_Radio_Media
CENTURY PLYBOARDS INDIA LTD,Linear_Regression
CENTURY POLYPLAST INDUSTRIES,Polynomial_Regression_TV_to_Others
CENTURY TEXTILE&INDUSTRIES LTD,Multiple_Regression_TV_Radio_Media
CERA SANITARYWARE LTD,LSTM
CFC EDUCATION OVERSEAS PVT LTD,Multiple_Regression_TV_Radio_Media
CG FOODS INDIA PVT LTD,LSTM
CHAIRMAN MOULDED CHAIRS PVT LTD,Polynomial_Regression_TV_to_Others
CHAITRA IRRIGATIONS,Multiple_Regression
CHAKMAK,Multiple_Regression_TV_Radio_Media
CHALET HOTELS LTD,Multiple_Regression_TV_Radio_Media
CHAMPIONS YACHT CLUB,Multiple_Regression_TV_Radio_Media
CHANAKYA IAS ACADEMY (RCH/HZB),Polynomial_Regression_TV_to_Others
CHANDANA BROS,LSTM
CHANDIGARH GROUP OF CLG,Polynomial_Regression_TV_to_Others
CHANDIGARH UNIVERSITY,Multiple_Regression_TV_Radio_Media
CHANDRA & SONS,Multiple_Regression_TV_Radio_Media
CHANDRA BROTHERS MEDI-MED PVT LTD,Multiple_Regression_TV_Radio_Media
CHANDRANI PEARLS,Polynomial_Regression_TV_Radio_Media
CHANDRAS CHEMICALS ENT LTD,Multiple_Regression_TV_Radio_Media
CHANDUKAKA SARAF & SONS,LSTM
CHANNEL FOODS PVT LTD,LSTM
CHANNEL U MEDIA PVT LTD,Multiple_Regression
CHARUTAR VIDYA MANDAL,Multiple_Regression_TV_Radio_Media
CHASME GLYCERINE,LSTM
CHATRAPATI MULTISTATE CO OP CREDIT SOCIETY LTD,Multiple_Regression_TV_Radio_Media
CHAVARA FAMILY WELFARE CENTRE,Linear_Regression
CHEMCON SPECIALITY CHEMICALS LIMITED,Multiple_Regression_TV_Radio_Media
CHEMMANUR INTL JEWELLERS,LSTM
CHEMTEX SPECIALITY LTD,Multiple_Regression_TV_Radio_Media
CHENNAI AMIRTA INTL INST OF HOTEL MGMT,Multiple_Regression_TV_Radio_Media
CHENNAI CATERERS,Multiple_Regression_TV_Radio_Media
CHENNAI METRO WAT SUP&SEWE BRD,Multiple_Regression_TV_Radio_Media
CHENNAI METROPOLITAN CO-OP HOUSING SOC LTD,Multiple_Regression_TV_Radio_Media
CHENNAI MOBILES,Multiple_Regression
CHENNAI PACKERS&MOVERS,Multiple_Regression_TV_Radio_Media
CHENNAI POLICE/CAWC,Multiple_Regression_TV_Radio_Media
CHENNAI RICE INDUSTRIES INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
CHETAN HERBALS,Multiple_Regression_TV_Radio_Media
CHETMANI ORNAMENTS PVT LTD,Multiple_Regression_TV_Radio_Media
CHETTIKULANGARA DEVI TEMPLE,Multiple_Regression_TV_Radio_Media
CHETTINAD CEMENT CORP LTD,Multiple_Regression
CHHATISGARH INFO&BIOT PROM SOC,Multiple_Regression
CHHATISGRAH ST URBAN DEVP AUTH,LSTM
CHHATTISGARH HOUSING BOARD,Multiple_Regression_TV_Radio_Media
CHHATTISGARH ST POWER DIST LTD,Multiple_Regression_TV_Radio_Media
CHHATTISGARH TOURISM BOARD,Polynomial_Regression_TV_to_Others
CHHAYA PRAKASHANI,Polynomial_Regression_TV_to_Others
CHILD RELIEF AND YOU (CRY),Multiple_Regression_TV_Radio_Media
CHILDFUND INDIA,Multiple_Regression_TV_Radio_Media
CHILDRENS MOVEMENT FOR CIVIC AWARENESS,Linear_Regression
CHILDRENS TECH CENTRE,Multiple_Regression_TV_Radio_Media
CHILLOUT THEME PARK,Multiple_Regression_TV_Radio_Media
CHIMA NOTE BOOKS PVT LTD,Multiple_Regression
CHINMAYA INTL FOUNDATION,LSTM
CHINMAYA VISHWAVIDYAPEETH,Linear_Regression
CHITRAKOOT SAREES PVT LTD,Multiple_Regression_TV_Radio_Media
CHOICE CAPITAL ADVISORS PVT LTD,LSTM
CHOICE EQUITY BROKING PVT LTD,Multiple_Regression_TV_Radio_Media
CHOICE FOODS (INDIA),Linear_Regression
CHOLAYIL PVT LTD,Multiple_Regression_TV_Radio_Media
CHOTA DHOBI LAUNDRY SOLUTIONS PVT LTD,Multiple_Regression_TV_Radio_Media
CHUNGATH JEWELLERY,LSTM
CIBA MASALA UDYOG PVT LTD,Multiple_Regression_TV_Radio_Media
CIBA VISION,Polynomial_Regression_TV_Radio_Media
CIBI KNITTING MILLS,Multiple_Regression
CINEMA 24 X 7 PVT LTD,Multiple_Regression_TV_Radio_Media
CIPLA LTD,Multiple_Regression_TV_Radio_Media
CISCO SYSTEMS,Multiple_Regression_TV_Radio_Media
CITI MART,Multiple_Regression_TV_Radio_Media
CITY CORPORATION LTD,Polynomial_Regression_TV_to_Others
CITY EDUCATIONAL & SOCIAL WELFARE SOCIETY,Multiple_Regression
CITY GIRL JEWELLERY,Multiple_Regression_TV_Radio_Media
CITY GOLD,Multiple_Regression
CITY MONTESSORI SCH (LCK),Multiple_Regression
CITY UNION BANK,Polynomial_Regression_TV_to_Others
CITYLIFE RETAIL PVT LTD,Multiple_Regression
CIVIL HOSPITAL (AHM),Polynomial_Regression_TV_Radio_Media
CK GROUP OF INST,Polynomial_Regression_TV_to_Others
CL EDUCATE LTD,Multiple_Regression_TV_Radio_Media
CLAIR TECH LTD,Multiple_Regression_TV_Radio_Media
CLASSIC KITCHEN (CHN),LSTM
CLASSIC LEGENDS PVT LTD,Multiple_Regression
CLAY CRAFT INDIA (P) LTD,Multiple_Regression
CLEARSCORE TECHNOLOGY SERVICES INDIA PVT LTD,LSTM
CLEARTRIP TRAVEL SERVICES PRIVATE LTD,LSTM
CLOTHING CULTURE LTD,Multiple_Regression_TV_Radio_Media
CLUBFACTORY,Multiple_Regression
CMR GROUP OF INST,Multiple_Regression_TV_Radio_Media
CMR JNANADHARA TRUST,Multiple_Regression_TV_Radio_Media
CNN VENTURES,Multiple_Regression_TV_Radio_Media
COCA COLA INDIA LTD,Linear_Regression
COCHIN INTL AIRPORT,Multiple_Regression_TV_Radio_Media
COCONUT DEVELOPMENT BOARD,Multiple_Regression_TV_Radio_Media
COCOON APPARELS,Multiple_Regression_TV_Radio_Media
CODISSIA,Multiple_Regression
COIR ON,LSTM
COLGATE PALMOLIVE INDIA LTD,Multiple_Regression_TV_Radio_Media
COLSTONE CONCEPT,Multiple_Regression
COLUMBIA PICTURES,LSTM
COMMIS OF WATERSHED DEVP&SOIL CONS (RAJ),Linear_Regression
COMMISSIONER OF RURA DEVP(GUJ),LSTM
COMMISSIONER OF TRANSPORT(GUJ),Polynomial_Regression_TV_Radio_Media
COMMISSIONERATE OF MUNICIPAL ADMINISTRATION (TN),Polynomial_Regression_TV_Radio_Media
COMPUCOM FOUNDATION,Multiple_Regression_TV_Radio_Media
COMPUCOM INST OF TECHNOLOGY & MGMT,Multiple_Regression_TV_Radio_Media
COMPUTER AGE MGMT SERVICES LIMITED,Multiple_Regression_TV_Radio_Media
COMRADE APPLIANCES PVT LTD,Multiple_Regression_TV_Radio_Media
CONCAST ISPAT LTD,Multiple_Regression
CONCEPT EDUVENTURES PVT LTD,Multiple_Regression_TV_Radio_Media
CONCEPT HOSPITALITY LTD,LSTM
CONDE NAST INDIA,Polynomial_Regression_TV_to_Others
CONFEDERATION OF INDIAN INDUSTRY,Multiple_Regression_TV_Radio_Media
CONFIDENCE PETROLEUM INDIA LTD,LSTM
CONFIDENT GROUP,LSTM
CONGRESS,LSTM
CONGRESS-I/NCP,Multiple_Regression_TV_Radio_Media
CONGRESS-I/TDP/TJS/CPI,Multiple_Regression_TV_Radio_Media
CONSUMER MKTG (INDIA) PVT LTD,LSTM
CONTAGIOUS ONLINE MEDIA NETWORK PVT LTD,Multiple_Regression_TV_Radio_Media
COOLWINKS TECHNOLOGIES PVT LTD,Multiple_Regression
COOPER CORPORATION PVT LTD,Multiple_Regression_TV_Radio_Media
CORNING INCORPORATED,Multiple_Regression_TV_Radio_Media
COROMANDEL INTL LTD,Polynomial_Regression_TV_to_Others
CORONA CRISIS CHARITY,Multiple_Regression_TV_Radio_Media
CORONA REMEDIES PVT LTD,Multiple_Regression_TV_Radio_Media
CORPORATION FOR TRAVEL PROMOTION,Multiple_Regression
CORTEVA AGRISCIENCE,Multiple_Regression
CORVI,Multiple_Regression_TV_Radio_Media
COSMOS CO OP BANK,LSTM
COTHAS COFFEE CO,Linear_Regression
COTTONKING,LSTM
COVERFOX INSURANCE BROKING PVT LTD,Linear_Regression
COX & KINGS INDIA LTD,Polynomial_Regression_TV_Radio_Media
COYATES INTERNATIONAL,Multiple_Regression_TV_Radio_Media
CP PLUS INDIA PVT LTD,LSTM
CPIM/CPI/RSP/ALL INDIA FORWARD BLOCK,Multiple_Regression_TV_Radio_Media
CRANE BETEL NUT POWDER WORKS,LSTM
CRANE GROUP,LSTM
CREAMLINE DAIRY PRODUCTS LTD,LSTM
CREAMY FOODS LTD,LSTM
CREATIVE ARTS EDUCATION  SOCIETY,Linear_Regression
CREATIVE CHANNEL ADVERTISING AND MARKETING PVT LTD,Multiple_Regression_TV_Radio_Media
CREATIVE COACHING CLASSES (NANDED),Linear_Regression
CREATIVE KIDS SOLUTIONS,Linear_Regression
CREATIVE PERIPHERALS & DISTRIBUTION LTD,Multiple_Regression_TV_Radio_Media
CREDAI,Multiple_Regression
CREDENCE HOSPITAL,Multiple_Regression_TV_Radio_Media
CREDENCE WHOLE FOODS PVT LTD,Multiple_Regression_TV_Radio_Media
CREDITACCESS GRAMEEN LTD,Multiple_Regression_TV_Radio_Media
CRESCENT ENGL SCH (DUBAI),Multiple_Regression_TV_Radio_Media
CRI GROUP,Multiple_Regression_TV_Radio_Media
CRICKET COUNCIL USA,Multiple_Regression_TV_Radio_Media
CRICTEC MEDIA LTD,Multiple_Regression_TV_Radio_Media
CROMPTON GREAVES LTD,Multiple_Regression_TV_Radio_Media
CROP LIFE SCIENCE LTD,Multiple_Regression_TV_Radio_Media
CROWN PRODUCT,Multiple_Regression_TV_Radio_Media
CROWNE PLAZA HOTELS & RESORTS,Multiple_Regression_TV_Radio_Media
CRUISE APPLIANCES PVT LTD,Multiple_Regression_TV_Radio_Media
CRYSTAL CROP PROTECTION PVT LTD,LSTM
CRYSTAL FERTILIZER&CHEMICAL WK,LSTM
CS GLOBAL PARTNERS,Multiple_Regression_TV_Radio_Media
CSB BANK LTD,Multiple_Regression_TV_Radio_Media
CSC COMPUTER EDUCATION PVT LTD,Multiple_Regression
CTP FOOD PRODUCTS,Multiple_Regression_TV_Radio_Media
CUCKOO APPLIANCES PVT LTD,Multiple_Regression_TV_Radio_Media
CUE LEARN PVT LTD,Multiple_Regression_TV_Radio_Media
CULTURE MACHINE MEDIA PVT LTD,Multiple_Regression_TV_Radio_Media
CUREFIT HEALTHCARE PVT LTD,LSTM
CURRY CORIANDER,Multiple_Regression_TV_Radio_Media
D DECOR HOME FABRICS PVT LTD,Linear_Regression
D K BASAK JEWELLERS,LSTM
D S ASAFOETIDA,Multiple_Regression
DABUR INDIA LTD,Polynomial_Regression_TV_Radio_Media
DAC PROMOTERS,LSTM
